run,classifier,uid,Acc.,Bal. Acc.,Kappa,clf_fit_time,preprocess_fit_time,hyperparameters,duplicated
0,lda,1,0.9027777777777778,0.9027777777777777,0.8055555555555556,0.9015917778015137,0.10618901252746582,"{'n_components': 1, 'selected_features': [1, 1, 1, 0]}",0
0,lda,2,0.7638888888888888,0.7638888888888888,0.5277777777777778,0.033670663833618164,0.08861184120178223,"{'n_components': 1, 'selected_features': [0, 1, 1, 1]}",0
0,lda,3,0.9861111111111112,0.9861111111111112,0.9722222222222222,0.0325772762298584,0.10038876533508301,"{'n_components': 1, 'selected_features': [0, 1, 0, 1]}",0
0,lda,4,0.9305555555555556,0.9305555555555556,0.8611111111111112,0.033045291900634766,0.09831738471984863,"{'n_components': 1, 'selected_features': [1, 1, 0, 1]}",0
0,lda,5,0.7222222222222222,0.7222222222222222,0.4444444444444444,0.032679080963134766,0.09917044639587402,"{'n_components': 1, 'selected_features': [0, 1, 1, 0]}",0
0,lda,6,0.8055555555555556,0.8055555555555556,0.6111111111111112,0.032768964767456055,0.10160708427429199,"{'n_components': 1, 'selected_features': [0, 0, 1, 1]}",0
0,lda,7,0.8611111111111112,0.8611111111111112,0.7222222222222222,0.03466963768005371,0.09946870803833008,"{'n_components': 1, 'selected_features': [0, 1, 1, 0]}",0
0,lda,8,1.0,1.0,1.0,0.03231549263000488,0.10666728019714355,"{'n_components': 1, 'selected_features': [1, 1, 0, 0]}",0
0,lda,9,0.7361111111111112,0.7361111111111112,0.4722222222222222,0.03302335739135742,0.08069777488708496,"{'n_components': 1, 'selected_features': [0, 1, 0, 0]}",0
