run,classifier,uid,Acc.,Bal. Acc.,Kappa,duplicated
0,lda,1,0.9027777777777778,0.9027777777777778,0.8055555555555556,0
0,lda,2,0.5555555555555556,0.5555555555555556,0.11111111111111116,0
0,lda,3,0.9722222222222222,0.9722222222222222,0.9444444444444444,0
0,lda,4,0.7222222222222222,0.7222222222222223,0.4444444444444444,0
0,lda,5,0.5,0.5,0.0,0
0,lda,6,0.625,0.625,0.25,0
0,lda,7,0.5277777777777778,0.5277777777777778,0.05555555555555558,0
0,lda,8,0.9027777777777778,0.9027777777777778,0.8055555555555556,0
0,lda,9,0.8194444444444444,0.8194444444444444,0.6388888888888888,0
