run,algorithm,classifier,uid,Acc.,Bal. Acc.,Kappa,clf_fit_time,preprocess_fit_time,hyperparameters,duplicated
1,None,gaussian_nb,51,0.48,0.48,-0.040000000000000036,0.0156557559967041,2.4271910190582275,"{'selected_features': [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]}",1
2,None,gaussian_nb,51,0.48,0.48,-0.040000000000000036,0.0156557559967041,2.4271910190582275,"{'selected_features': [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]}",1
1,None,lda,51,0.74,0.74,0.48,0.02629876136779785,2.4271910190582275,"{'n_components': 1, 'selected_features': [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]}",1
2,None,lda,51,0.74,0.74,0.48,0.02629876136779785,2.4271910190582275,"{'n_components': 1, 'selected_features': [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]}",1
1,ORICA (0),gaussian_nb,51,0.6,0.6000000000000001,0.19999999999999996,0.010074853897094727,0.027485132217407227,"{'selected_features': [0, 1]}",1
2,ORICA (0),gaussian_nb,51,0.6,0.6000000000000001,0.19999999999999996,0.010074853897094727,0.027485132217407227,"{'selected_features': [0, 1]}",1
1,ORICA (0),lda,51,0.59,0.5900000000000001,0.18000000000000005,0.017864465713500977,0.027485132217407227,"{'n_components': 1, 'selected_features': [0, 1]}",1
2,ORICA (0),lda,51,0.59,0.5900000000000001,0.18000000000000005,0.017864465713500977,0.027485132217407227,"{'n_components': 1, 'selected_features': [0, 1]}",1
1,ORICA (1),gaussian_nb,51,0.56,0.5599999999999999,0.12,0.01004481315612793,0.028801441192626953,"{'selected_features': [0, 1]}",1
2,ORICA (1),gaussian_nb,51,0.56,0.5599999999999999,0.12,0.01004481315612793,0.028801441192626953,"{'selected_features': [0, 1]}",1
1,ORICA (1),lda,51,0.58,0.5800000000000001,0.16000000000000003,0.017017841339111328,0.028801441192626953,"{'n_components': 1, 'selected_features': [0, 1]}",1
2,ORICA (1),lda,51,0.58,0.5800000000000001,0.16000000000000003,0.017017841339111328,0.028801441192626953,"{'n_components': 1, 'selected_features': [0, 1]}",1
1,SOBI,gaussian_nb,51,0.56,0.56,0.12,0.010710477828979492,0.9343690872192383,"{'selected_features': [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}",1
2,SOBI,gaussian_nb,51,0.56,0.56,0.12,0.010710477828979492,0.9343690872192383,"{'selected_features': [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}",1
1,SOBI,lda,51,0.62,0.62,0.24,0.017699003219604492,0.9343690872192383,"{'n_components': 1, 'selected_features': [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}",1
