run,algorithm,classifier,uid,Acc.,Bal. Acc.,Kappa,duplicated
0,None,lda,1,0.6805555555555556,0.6805555555555556,0.36111111111111116,0
0,ORICA (0),lda,1,0.5694444444444444,0.5694444444444444,0.13888888888888884,0
0,ORICA (1),lda,1,0.4722222222222222,0.4722222222222222,-0.05555555555555558,0
0,Ext. Infomax,lda,1,0.7916666666666666,0.7916666666666666,0.5833333333333333,0
1,Ext. Infomax,lda,1,0.8611111111111112,0.8611111111111112,0.7222222222222222,0
2,Ext. Infomax,lda,1,0.8194444444444444,0.8194444444444444,0.6388888888888888,0
0,SOBI,lda,1,0.8472222222222222,0.8472222222222223,0.6944444444444444,0
0,FastICA,lda,1,0.875,0.875,0.75,0
1,FastICA,lda,1,0.8472222222222222,0.8472222222222222,0.6944444444444444,0
2,FastICA,lda,1,0.8333333333333334,0.8333333333333333,0.6666666666666667,0
0,picard_o,lda,1,0.7777777777777778,0.7777777777777778,0.5555555555555556,0
1,picard_o,lda,1,0.8333333333333334,0.8333333333333333,0.6666666666666667,0
2,picard_o,lda,1,0.8333333333333334,0.8333333333333333,0.6666666666666667,0
1,None,lda,1,0.6805555555555556,0.6805555555555556,0.36111111111111116,1
2,None,lda,1,0.6805555555555556,0.6805555555555556,0.36111111111111116,1
1,ORICA (0),lda,1,0.5694444444444444,0.5694444444444444,0.13888888888888884,1
2,ORICA (0),lda,1,0.5694444444444444,0.5694444444444444,0.13888888888888884,1
1,ORICA (1),lda,1,0.4722222222222222,0.4722222222222222,-0.05555555555555558,1
2,ORICA (1),lda,1,0.4722222222222222,0.4722222222222222,-0.05555555555555558,1
1,SOBI,lda,1,0.8472222222222222,0.8472222222222223,0.6944444444444444,1
2,SOBI,lda,1,0.8472222222222222,0.8472222222222223,0.6944444444444444,1
0,None,lda,2,0.5138888888888888,0.513888888888889,0.02777777777777779,0
0,ORICA (0),lda,2,0.5,0.5,0.0,0
0,ORICA (1),lda,2,0.5,0.5,0.0,0
0,Ext. Infomax,lda,2,0.5694444444444444,0.5694444444444444,0.13888888888888884,0
1,Ext. Infomax,lda,2,0.5555555555555556,0.5555555555555556,0.11111111111111116,0
2,Ext. Infomax,lda,2,0.5,0.5,0.0,0
0,SOBI,lda,2,0.5972222222222222,0.5972222222222222,0.19444444444444442,0
0,FastICA,lda,2,0.5277777777777778,0.5277777777777778,0.05555555555555558,0
1,FastICA,lda,2,0.5833333333333334,0.5833333333333334,0.16666666666666663,0
2,FastICA,lda,2,0.625,0.625,0.25,0
0,picard_o,lda,2,0.5277777777777778,0.5277777777777778,0.05555555555555558,0
1,picard_o,lda,2,0.5,0.5,0.0,0
2,picard_o,lda,2,0.5,0.5,0.0,0
1,None,lda,2,0.5138888888888888,0.513888888888889,0.02777777777777779,1
2,None,lda,2,0.5138888888888888,0.513888888888889,0.02777777777777779,1
1,ORICA (0),lda,2,0.5,0.5,0.0,1
2,ORICA (0),lda,2,0.5,0.5,0.0,1
1,ORICA (1),lda,2,0.5,0.5,0.0,1
2,ORICA (1),lda,2,0.5,0.5,0.0,1
1,SOBI,lda,2,0.5972222222222222,0.5972222222222222,0.19444444444444442,1
2,SOBI,lda,2,0.5972222222222222,0.5972222222222222,0.19444444444444442,1
0,None,lda,3,0.7916666666666666,0.7916666666666667,0.5833333333333333,0
0,ORICA (0),lda,3,0.5138888888888888,0.5138888888888888,0.02777777777777779,0
0,ORICA (1),lda,3,0.5694444444444444,0.5694444444444444,0.13888888888888884,0
0,Ext. Infomax,lda,3,0.8611111111111112,0.8611111111111112,0.7222222222222222,0
1,Ext. Infomax,lda,3,0.8611111111111112,0.8611111111111112,0.7222222222222222,0
2,Ext. Infomax,lda,3,0.8611111111111112,0.8611111111111112,0.7222222222222222,0
0,SOBI,lda,3,0.8611111111111112,0.8611111111111112,0.7222222222222222,0
0,FastICA,lda,3,0.8611111111111112,0.8611111111111112,0.7222222222222222,0
1,FastICA,lda,3,0.8611111111111112,0.8611111111111112,0.7222222222222222,0
2,FastICA,lda,3,0.8611111111111112,0.8611111111111112,0.7222222222222222,0
0,picard_o,lda,3,0.8611111111111112,0.8611111111111112,0.7222222222222222,0
1,picard_o,lda,3,0.8611111111111112,0.8611111111111112,0.7222222222222222,0
2,picard_o,lda,3,0.8611111111111112,0.8611111111111112,0.7222222222222222,0
1,None,lda,3,0.7916666666666666,0.7916666666666667,0.5833333333333333,1
2,None,lda,3,0.7916666666666666,0.7916666666666667,0.5833333333333333,1
1,ORICA (0),lda,3,0.5138888888888888,0.5138888888888888,0.02777777777777779,1
2,ORICA (0),lda,3,0.5138888888888888,0.5138888888888888,0.02777777777777779,1
1,ORICA (1),lda,3,0.5694444444444444,0.5694444444444444,0.13888888888888884,1
2,ORICA (1),lda,3,0.5694444444444444,0.5694444444444444,0.13888888888888884,1
1,SOBI,lda,3,0.8611111111111112,0.8611111111111112,0.7222222222222222,1
2,SOBI,lda,3,0.8611111111111112,0.8611111111111112,0.7222222222222222,1
0,None,lda,4,0.4166666666666667,0.41666666666666663,-0.16666666666666674,0
0,ORICA (0),lda,4,0.4583333333333333,0.45833333333333337,-0.08333333333333326,0
0,ORICA (1),lda,4,0.4861111111111111,0.4861111111111111,-0.02777777777777768,0
0,Ext. Infomax,lda,4,0.6527777777777778,0.6527777777777778,0.3055555555555556,0
1,Ext. Infomax,lda,4,0.7083333333333334,0.7083333333333333,0.41666666666666663,0
